"ID","中文名稱","英文名稱","等級","HP","種族","體型","屬性","經驗值","職業經驗值","防禦","魔防","100%命中(僅供參考)","95%迴避(僅供參考)","掉落物","出沒地"
"1213","獸人戰士長","HIGH_ORC","85","103,962","人形","大","火 2","62377","12475","101","45","305","344","剎勒空結晶(6.5%), 獸人之牙(12.5%), 獸人戰士之證(37.5%), 獸人戰士長卡片(0.01%), 獸人斧(0.05%), 神之金屬原石(0.98%), 鋼鐵(0.45%), 鋼鐵拳套[3](???%), 鋼鐵鎖子甲[1](???%), 黃色藥草(4.5%)","alde_dun02(鐘塔地下2樓)"
"1582","惡魔波利","DEVILING","85","93,317","惡魔","中","暗 4","330670","42700","87","91","375","406","(服飾)惡魔髮圈(歸屬)(???%), 剎勒空結晶(24.25%), 小惡魔翅膀(15.0%), 惡魔髮圈(0.5%), 斷柄之刀(0.01%), 聖靈召喚等級3(0.5%), 蘋果(25.0%), 黑色染料(0.5%)","pay_f04_z(蘇克拉特沙漠), pay_fild04(蘇克拉特沙漠)"
"2691","雄壯幽靈劍士","C2_RAYDRIC","85","184,080","人形","大","暗 2","","","89","15","377","370","布里刊(100.0%), 幽靈劍士卡片(0.05%), 忠誠之證(0.25%), 金屬口罩(0.05%), 鋁(2.65%), 鋼鐵鎖子甲[1](0.05%)","gl_k01_a(騎士團1樓), gl_k01_b(騎士團1樓), gl_k01_z(騎士團1樓), gl_knt01(騎士團1樓)"
"2805","雄壯獸人戰士長","C2_HIGH_ORC","85","41,930","人形","大","火 2","623772","124774","101","45","305","344","剎勒空結晶(32.5%), 獸人之牙(62.5%), 獸人戰士之證(100.0%), 獸人戰士長卡片(0.05%), 獸人斧(0.25%), 神之金屬原石(4.9%), 鋼鐵(2.25%), 黃色藥草(22.5%)","alde_dun02(鐘塔地下2樓)"
"1155","畢帝特地龍","PETIT","86","23,611","龍","中","地 1","14167","","99","49","322","327","(服飾)寶貝綠龍帽(歸屬)(???%), 思麥斯鐵錘[3](???%), 流星錘[3](???%), 畢帝特地龍卡片(0.01%), 畢帝特龍尾(0.5%), 白色藥草(5.0%), 神之金屬原石(0.7%), 蘆薈汁液(0.08%), 龍尾(1.5%), 龍牙(26.68%)","gef_fild06(吉芬區域)"
"1156","畢帝特飛龍","PETIT_","86","15,121","龍","中","風 1","8078","2441","86","42","342","370","剎勒空結晶(7.5%), 思麥斯鐵錘[3](???%), 火焰纏繞的原石(???%), 畢帝特飛龍卡片(0.01%), 白色藥草(5.0%), 蘆薈汁液(0.08%), 鋁(0.31%), 龍尾(1.5%), 龍鱗(26.68%)","gef_fild08(吉芬區域)"
"1216","梅納海葵","PENOMENA","86","99,350","魚貝","中","毒 1","","11922","85","32","326","366","戰士長靴[1](???%), 梅納海葵卡片(0.01%), 火靈拳刃(0.01%), 珊瑚(24.25%), 粘稠液體(35.0%), 紅色魔力礦石(2.75%), 紫寶石(0.08%), 萬能藥(1.0%), 觸鬚(40.0%), 龍爪拳套[2](???%)","alde_dun03(鐘塔地下3樓)"
"1286","騎士監護人","KNIGHT_GUARDIAN","86","30,214","人形","大","無 4","","","88","30","339","427","",""
"2714","迅捷畢帝特地龍","C1_PETIT","86","118,055","龍","中","地 1","196110","56930","99","49","322","327","畢帝特地龍卡片(0.05%), 畢帝特龍尾(2.5%), 白色藥草(25.0%), 神之金屬原石(3.5%), 蘆薈汁液(0.4%), 龍尾(7.5%), 龍牙(100.0%)","gef_fild08(吉芬區域)"
"2715","雄壯畢帝特地龍","C2_PETIT","86","236,110","龍","中","地 1","196110","56930","99","49","322","327","畢帝特地龍卡片(0.05%), 畢帝特龍尾(2.5%), 白色藥草(25.0%), 神之金屬原石(3.5%), 蘆薈汁液(0.4%), 龍尾(7.5%), 龍牙(100.0%)","gef_fild06(吉芬區域)"
"2717","憤怒梅納海葵","C4_PENOMENA","86","993,500","魚貝","中","毒 1","","119221","85","32","337","366","梅納海葵卡片(0.05%), 火靈拳刃(0.05%), 珊瑚(100.0%), 粘稠液體(100.0%), 紅色魔力礦石(13.75%), 紫寶石(0.4%), 萬能藥(5.0%), 觸鬚(100.0%)","alde_dun03(鐘塔地下3樓)"
"1498","伍坦彈弓手","WOOTAN_SHOOTER","87","14,804","人形","中","地 2","7566","2139","91","21","312","336","伍坦彈弓手卡片(0.01%), 可可(0.5%), 彈弓(22.5%), 橡皮筋(17.5%), 石頭(5.0%), 鋼斧[3](???%), 香蕉(5.0%), 香蕉帽(0.05%)","um_fild01(汶巴拉嚕嚕卡森林), um_fild02(汶巴拉滬家森林), um_fild03(汶巴拉卡拉拉森林), um_fild04(汶巴拉滬家叢林)"
"1499","伍坦戰士","WOOTAN_FIGHTER","87","11,988","人形","中","火 2","7214","2139","103","8","304","324","(服飾)血戰之痕帽(歸屬)(???%), 伍坦戰士卡片(0.01%), 巨大葉子(5.0%), 木製護肩(20.0%), 肉(22.5%), 虎爪拳套[3](0.02%), 雙手劍[3](???%), 香蕉帽(0.03%), 鷹爪拳套[2](0.01%)","um_fild01(汶巴拉嚕嚕卡森林), um_fild02(汶巴拉滬家森林), um_fild03(汶巴拉卡拉拉森林), um_fild04(汶巴拉滬家叢林)"
"2611","憤怒伍坦戰士","C4_WOOTAN_FIGHTER","87","59,940","人形","中","火 2","108210","32087","103","8","308","324","伍坦戰士卡片(0.05%), 巨大葉子(25.0%), 木製護肩(100.0%), 肉(100.0%), 虎爪拳套[3](0.1%), 香蕉帽(0.15%), 鷹爪拳套[2](0.05%)","um_fild02(汶巴拉滬家森林)"
"1102","巫婆","BATHORY","88","106,304","人形","中","暗 1","","","61","150","336","341","古魔法書(0.08%), 巫婆卡片(0.01%), 星星的粉末(1.0%), 星星的角(0.15%), 鋼鐵鎧甲[1](???%), 長柄短劍[3](2-3詞條)(???%), 魔女之星沙(24.25%), 魔法帽(0.02%), 魔物掃把(0.1%)","alde_dun04(鐘塔地下4樓), tow_d01_a(鐘塔1樓), tow_d01_b(鐘塔1樓), tow_d01_z(鐘塔1樓)"
"1169","邪骸礦工","SKEL_WORKER","88","101,288","不死","中","不死 1","63000","","90","10","306","365","(服飾)匿名馬賽克(歸屬)(???%), 安全帽(0.01%), 手提燈(27.5%), 煤礦(1.0%), 蒼蠅翅膀(5.0%), 邪骸礦工卡片(0.01%), 鋁原石(0.45%), 鋼鐵(0.5%), 鐵(2.0%)","mjo_d02_a(妙勒尼 廢棄礦場2樓), mjo_d02_b(妙勒尼 廢棄礦場2樓), mjo_d02_z(妙勒尼 廢棄礦場2樓), mjo_d03_a(妙勒尼廢棄礦場3樓), mjo_d03_b(妙勒尼廢棄礦場3樓), mjo_d03_z(妙勒尼廢棄礦場3樓), mjo_dun02(妙勒尼 廢棄礦場2樓), mjo_dun03(妙勒尼廢棄礦場3樓)"
"1193","鐘怪","ALARM","88","50,000","無形","中","無 3","32896","6580","106","53","365","332","剎勒空結晶(7.5%), 指針(26.68%), 神之金屬(0.53%), 緊身便衣[1](???%), 言靈魔杖[2](2-3詞條)(???%), 鐘塔之鑰(0.1%), 鐘怪卡片(0.01%), 骷髏頭(7.5%), 髮夾[1](0.01%)","c_tower3(鐘塔3樓), c_tower4(鐘塔4樓), tow_d03_a(鐘塔3樓), tow_d03_b(鐘塔3樓), tow_d03_z(鐘塔3樓)"
"1243","雪熊","SASQUATCH","88","79,950","動物","大","無 3","47971","2719","270","48","327","335","(服飾)北極熊帽(歸屬)(???%), 剎勒空結晶(3.75%), 火焰纏繞的羽毛(???%), 熊掌(25.0%), 熊貓帽(0.01%), 白寶石(0.15%), 白色藥草(4.0%), 鋁原石(0.45%), 雪熊卡片(0.01%), 騎士長矛[2](???%)","prt_maze02(迷宮森林2樓), xma_f01_a(薑餅城區域), xma_f01_b(薑餅城區域), xma_f01_z(薑餅城區域), xmas_fild01(薑餅城區域)"
"1493","森林妖姬","DRYAD","88","16,113","植物","中","地 4","7812","2212","153","8","304","335","(服飾)愛唱歌的小鳥(歸屬)(???%), 尖銳的葉子(15.0%), 巨大葉子(5.0%), 強韌木藤條(26.68%), 森林妖姬卡片(0.01%), 秘鞭 眷戀(0.01%), 草葉(0.05%), 褐色樹根(15.0%), 鳳梨(1.5%)","um_fild01(汶巴拉嚕嚕卡森林)"
"2660","狡猾邪骸礦工","C5_SKEL_WORKER","88","492,321","不死","中","不死 1","","","90","10","306","303","安全帽(0.05%), 手提燈(100.0%), 煤礦(5.0%), 蒼蠅翅膀(25.0%), 邪骸礦工卡片(0.05%), 鋁原石(2.25%), 鋼鐵(2.5%), 鐵(10.0%)","mjo_d03_a(妙勒尼廢棄礦場3樓), mjo_d03_b(妙勒尼廢棄礦場3樓), mjo_d03_z(妙勒尼廢棄礦場3樓), mjo_dun03(妙勒尼廢棄礦場3樓)"
"2843","迅捷森林妖姬","C1_DRYAD","88","80,565","植物","中","地 4","117180","33179","153","8","304","335","尖銳的葉子(75.0%), 巨大葉子(25.0%), 強韌木藤條(100.0%), 森林妖姬卡片(0.05%), 秘鞭 眷戀(0.05%), 草葉(0.25%), 褐色樹根(75.0%), 鳳梨(7.5%)","um_fild01(汶巴拉嚕嚕卡森林)"
"2885","憤怒巫婆","C4_BATHORY","88","26,210","人形","中","暗 1","","","61","89","347","341","古魔法書(0.4%), 巫婆卡片(0.05%), 星星的粉末(5.0%), 星星的角(0.75%), 魔女之星沙(100.0%), 魔法帽(0.1%), 魔物掃把(0.5%)","alde_dun04(鐘塔地下4樓)"
"2910","狡猾鐘怪","C5_ALARM","88","27,810","無形","中","無 3","","","106","53","365","332","剎勒空結晶(37.5%), 指針(100.0%), 神之金屬(2.65%), 鐘塔之鑰(0.5%), 鐘怪卡片(0.05%), 骷髏頭(37.5%), 髮夾[1](0.05%)","c_tower3(鐘塔3樓), tow_d03_a(鐘塔3樓), tow_d03_b(鐘塔3樓), tow_d03_z(鐘塔3樓)"
"1197","腐屍戰俘","ZOMBIE_PRISONER","89","30,713","不死","中","不死 3","","","89","28","330","344","(服飾)古雅帽子(歸屬)(???%), 大盜手銬[1](???%), 日本刀[2](???%), 犯人服(???%), 紅色魔力礦石(3.0%), 老舊湯匙(0.53%), 老舊犯人服(17.5%), 腐屍戰俘卡片(0.01%), 腐爛繃帶(17.5%), 腳鍊(0.2%), 金屬口罩(0.01%), 鋁(0.56%)","gl_pri_a(地下監獄1樓), gl_pri_b(地下監獄1樓), gl_pri_z(地下監獄1樓), gl_prison(地下監獄1樓), gl_prison1(地下監獄2樓)"
"1256","單眼蟲","PEST","89","15,357","動物","小","暗 2","9664","2953","55","33","371","373","單眼蟲卡片(0.01%), 家畜血(0.05%), 布里刊(1.0%), 曼特療傷藥(0.5%), 神之金屬原石(0.58%), 紅色魔力礦石(1.25%), 蚯蚓皮(27.5%), 長柄短劍[3](2-3詞條)(1.0%)","bea_d01_a(西邊洞穴加露), bea_d01_b(西邊洞穴加露), bea_d01_z(西邊洞穴加露), beach_dun(西邊洞穴加露)"
"1960","魔力荊棘","G_ENTWEIHEN_M","89","5,400,000","惡魔","小","暗 4","","","71","66","330","419","",""
"2604","雄壯腐屍戰俘","C2_ZOMBIE_PRISONER","89","307,130","不死","中","不死 3","","","89","28","330","344","紅色魔力礦石(15.0%), 老舊湯匙(2.65%), 老舊犯人服(87.5%), 腐屍戰俘卡片(0.05%), 腐爛繃帶(87.5%), 腳鍊(1.0%), 金屬口罩(0.05%), 鋁(2.8%)","gl_pri_a(地下監獄1樓), gl_pri_b(地下監獄1樓), gl_pri_z(地下監獄1樓), gl_prison(地下監獄1樓)"
"1101","小巴風特","BAPHOMET_","90","65,315","惡魔","小","暗 1","","","70","25","355","325","天地樹果實(0.25%), 小巴風特卡片(0.01%), 惡魔角(2.5%), 戰士長靴[1](0.25%), 斧錘長矛[2](???%), 流星錘[3](???%), 神之金屬(0.32%), 黃色藥草(6.5%)","maz_d03_a(迷宮森林3樓), maz_d03_b(迷宮森林3樓), maz_d03_z(迷宮森林3樓), prt_maze03(迷宮森林3樓)"
"1131","裘卡","JOKER","90","115,648","人形","大","風 4","","","300","76","396","363","剎勒空結晶(10.0%), 神之金屬(0.5%), 老舊卡冊(0.01%), 聖靈召喚等級5(0.5%), 裘卡卡片(0.01%), 風靈拳刃(0.01%), 黃色藥草(5.0%), 黑暗合約書(0.1%)","alde_dun04(鐘塔地下4樓)"
"1143","傀儡娃娃","MARIONETTE","90","78,200","惡魔","小","念 3","8936","3197","35","24","373","352","傀儡娃娃[1](0.02%), 傀儡娃娃卡片(0.01%), 敏捷別針(0.01%), 星星髮夾(0.03%), 火焰之壁等級5(0.5%), 玻璃鞋(0.01%), 金色頭髮(45.0%)","gef_d02_a(吉芬地下密穴3樓), gef_d02_b(吉芬地下密穴3樓), gef_d02_z(吉芬地下密穴3樓), gef_dun02(吉芬地下密穴3樓), gl_in01(克雷斯特漢姆 室內)"
"1247","超級聖誕老公公","ANTONIO","90","100,000","人形","中","聖 3","1","1","500","200","231","313","雷吉亞裝備+4寶箱(???%), 雷吉亞裝備+7寶箱(???%), 雷吉亞裝備自選箱(???%)","ztw_e03_a(薑餅廣場), ztw_e03_b(薑餅廣場), ztw_e03_z(薑餅廣場), ztw_evt03(薑餅廣場)"
"1270","鐘塔守護者","C_TOWER_MANAGER","90","57,825","無形","大","無 4","","","96","60","327","363","布里刊(26.68%), 指針(26.68%), 西納雷葉子(4.25%), 謊言紀錄本(0.01%), 鋼鐵(2.5%), 鐘塔之鑰(10.0%), 鐘塔守護者卡片(0.01%), 鐘塔鑰匙(10.0%)","c_tower1(鐘塔1樓), c_tower2(鐘塔2樓), c_tower3(鐘塔3樓), c_tower4(鐘塔4樓), tow_d01_a(鐘塔1樓), tow_d01_b(鐘塔1樓), tow_d01_z(鐘塔1樓), tow_d02_a(鐘塔2樓), tow_d02_b(鐘塔2樓), tow_d02_z(鐘塔2樓), tow_d03_a(鐘塔3樓), tow_d03_b(鐘塔3樓), tow_d03_z(鐘塔3樓)"
"1288","華麗金屬","EMPELIUM","90","100","天使","小","聖 1","","","64","50","311","297","",""
"2761","菁英傀儡娃娃","C3_MARIONETTE","90","35,830","惡魔","小","念 3","","","35","24","373","352","傀儡娃娃[1](0.1%), 傀儡娃娃卡片(0.05%), 敏捷別針(0.05%), 星星髮夾(0.15%), 火焰之壁等級5(2.5%), 玻璃鞋(0.05%), 金色頭髮(100.0%)","gl_in01(克雷斯特漢姆 室內)"
"1037","黑蛇","SIDE_WINDER","91","15,958","動物","中","毒 1","9575","2387","101","12","326","339","(服飾)盤蛇帽子(歸屬)(???%), 剎勒空結晶(7.0%), 日本刀[2](???%), 毒牙(12.5%), 發亮鱗片(26.68%), 白色藥草(5.0%), 神之金屬原石(0.67%), 蛇鱗(25.0%), 黑蛇卡片(0.01%)","gef_fild06(吉芬區域), in_sphinx5(人面獅身像地下5樓), maz_d01_a(迷宮森林1樓), maz_d01_b(迷宮森林1樓), maz_d01_z(迷宮森林1樓), maz_d03_a(迷宮森林3樓), maz_d03_b(迷宮森林3樓), maz_d03_z(迷宮森林3樓), mjolnir_03(妙勒尼山脈北區), mjolnir_04(妙勒尼山脈北區), prt_maze01(迷宮森林1樓), prt_maze03(迷宮森林3樓), sp_d05_a(人面獅身像地下5樓), sp_d05_b(人面獅身像地下5樓), sp_d05_z(人面獅身像地下5樓)"
"1112","海盜之王","DRAKE","91","","不死","中","不死 1","","","279","135","408","446","海盜之王卡片(0.01%), 海盜船長帽(1.75%), 狂擊之劍(0.75%), 鋁(16.0%)","b_tre_d02(失事輪2樓), b_tre_d02_z(失事輪2樓)"
"1196","邪骸戰俘","SKEL_PRISONER","91","34,799","不死","中","不死 3","","","95","41","329","351","亡者遺物(7.5%), 手銬(17.5%), 紅色魔力礦石(3.0%), 老舊湯匙(0.5%), 腐爛繃帶(17.5%), 腳鍊(0.18%), 西裝外套[1](0.01%), 邪骸戰俘卡片(0.01%)","gl_prison1(地下監獄2樓)"
"1261","狂暴野貓","WILD_ROSE","91","12,776","動物","小","風 1","8008","2387","75","15","394","356","(服飾)狂暴野貓帽子(歸屬)(???%), 尖刃鐵錘[1](3詞條)(???%), 水果皮帽(0.6%), 永恆玫瑰(0.25%), 火焰纏繞的結晶(???%), 狂暴野貓卡片(0.01%), 盜賊之衣[1](0.01%), 紅蝶髮帶(0.01%), 腐臭之魚(0.18%), 賽依伐(26.68%), 魔物飼料(3.0%)","um_fild04(汶巴拉滬家叢林)"
"2616","憤怒狂暴野貓","C4_WILD_ROSE","91","63,880","動物","小","風 1","120120","35812","75","15","420","356","水果皮帽(3.0%), 永恆玫瑰(1.25%), 狂暴野貓卡片(0.05%), 盜賊之衣[1](0.05%), 紅蝶髮帶(0.05%), 腐臭之魚(0.9%), 賽依伐(100.0%), 魔物飼料(15.0%)","um_fild04(汶巴拉滬家叢林)"
"2663","菁英黑蛇","C3_SIDE_WINDER","91","79,790","動物","中","毒 1","120120","35812","101","12","326","339","剎勒空結晶(35.0%), 日本刀[2](0.05%), 毒牙(62.5%), 發亮鱗片(100.0%), 白色藥草(25.0%), 神之金屬原石(3.35%), 蛇鱗(100.0%), 黑蛇卡片(0.05%)","mjolnir_03(妙勒尼山脈北區)"
"1046","死靈","DOPPELGANGER","92","62,923,671","惡魔","中","暗 3","7607000","899009","295","103","428","489","尖角髮圈(1.75%), 巨大雙手劍(0.75%), 死靈卡片(0.01%), 神之金屬(13.5%), 鋁(18.43%), 騎士長矛[2](2.75%)","b_gef_d01(吉芬地下密穴2樓), b_gef_d01_z(吉芬地下密穴2樓)"
"1159","皮里恩","PHREEONI","92","35,796,617","動物","大","無 3","11445720","1749150","349","127","376","407","幸運短劍(2.5%), 整人面具(1.5%), 皮里恩卡片(???%), 砂塵短劍(0.75%), 細長舌頭(48.5%), 螞蟻下巴(25.0%), 鋁(14.5%)","b_moc_f17(蘇克拉特沙漠), b_moc_f17_z(蘇克拉特沙漠)"
"1251","冰暴騎士","KNIGHT_OF_WINDSTORM","92","87,009,000","無形","大","風 4","","","306","166","472","493","冰暴騎士卡片(0.01%), 力量戒指(1.0%), 神秘藍箱(15.0%), 鋁(22.8%), 領導者頭箍(0.01%), 風靈之矛(0.75%)",""
"1320","鴞裊首領","OWL_DUKE","92","35,788","惡魔","大","無 3","","","80","45","353","384","柔軟的羽毛(7.5%), 水晶鏡子(0.01%), 破爛爛的衣服(22.07%), 雙手斧[2](2-3詞條)(???%), 雷擊術等級5(0.5%), 魔術師帽(0.01%), 鴞裊.D.魔杖[1](???%), 鴞裊首領卡片(0.01%)","c_tower4(鐘塔4樓), gl_c01_a(克雷斯特漢姆古城1樓), gl_c01_b(克雷斯特漢姆古城1樓), gl_c01_z(克雷斯特漢姆古城1樓), gl_cas01(克雷斯特漢姆古城1樓)"
"1377","邪靈魔導士","ELDER","92","71,576","人形","大","無 4","","","72","41","367","388","大百科全書[2](0.05%), 撕裂的魔法書(7.5%), 老舊卡冊(0.01%), 老舊魔法圖(20.0%), 邪靈魔導士卡片(0.01%), 鐘塔鑰匙(15.0%)","c_tower1(鐘塔1樓), c_tower2(鐘塔2樓), c_tower3(鐘塔3樓), c_tower4(鐘塔4樓), tow_d01_a(鐘塔1樓), tow_d01_b(鐘塔1樓), tow_d01_z(鐘塔1樓), tow_d02_a(鐘塔2樓), tow_d02_b(鐘塔2樓), tow_d02_z(鐘塔2樓), tow_d03_a(鐘塔3樓), tow_d03_b(鐘塔3樓), tow_d03_z(鐘塔3樓)"
"2721","菁英鴞裊首領","C3_OWL_DUKE","92","36,905","惡魔","大","無 3","","","80","45","353","384","柔軟的羽毛(37.5%), 水晶鏡子(0.05%), 破爛爛的衣服(100.0%), 雷擊術等級5(2.5%), 魔術師帽(0.05%), 鴞裊首領卡片(0.05%)","c_tower4(鐘塔4樓)"
"1092","流浪之狼","VAGABOND_WOLF","93","8,203","動物","中","地 1","","","102","51","359","376","天使之溫暖[1](5.0%), 星塵劍[1](0.5%), 流浪之狼卡片(0.01%), 牛仔帽(1.0%), 狼指甲(40.0%), 魔物飲料(0.25%), 黃寶石(7.5%)","maz_d01_a(迷宮森林1樓), maz_d01_b(迷宮森林1樓), maz_d01_z(迷宮森林1樓), maz_d03_a(迷宮森林3樓), maz_d03_b(迷宮森林3樓), maz_d03_z(迷宮森林3樓), prt_maze01(迷宮森林1樓), prt_maze03(迷宮森林3樓)"
"1109","小惡魔","DEVIRUCHI","93","91,620","惡魔","小","暗 1","54972","10994","72","16","343","383","(服飾)調皮惡魔之影(歸屬)(???%), 剎勒空結晶(???%), 小惡魔卡片(0.01%), 小惡魔翅膀(2.0%), 小惡魔角(26.68%), 火焰纏繞的斷角(???%), 神之手(0.03%), 神之金屬(0.01%), 神之金屬原石(0.77%), 秘銀之衣[1](???%), 雙刃長戟[2](???%)","gef_d02_a(吉芬地下密穴3樓), gef_d02_b(吉芬地下密穴3樓), gef_d02_z(吉芬地下密穴3樓), gef_dun02(吉芬地下密穴3樓)"
"1497","機木人","WOODEN_GOLEM","93","21,949","植物","大","地 4","9538","2719","249","26","324","323","三叉戟[3](???%), 木塊(25.0%), 枯樹枝(0.5%), 樹木心臟(20.0%), 機木人卡片(0.01%), 草葉(0.05%), 褐色樹根(20.0%), 鋁原石(0.55%)","um_fild01(汶巴拉嚕嚕卡森林), um_fild04(汶巴拉滬家叢林)"
"2854","雄壯小惡魔","C2_DEVIRUCHI","93","91,620","惡魔","小","暗 1","175200","53722","72","16","343","383","小惡魔卡片(0.05%), 小惡魔翅膀(10.0%), 小惡魔角(100.0%), 神之手(0.15%), 神之金屬(0.05%), 神之金屬原石(3.85%)","gef_d02_a(吉芬地下密穴3樓), gef_d02_b(吉芬地下密穴3樓), gef_d02_z(吉芬地下密穴3樓), gef_dun02(吉芬地下密穴3樓)"
"1515","卡崙寶寶","GARM_BABY","94","94,150","動物","中","水 2","55490","52094","62","43","364","385","冰凍術等級5(0.5%), 冰塊一角(21.83%), 冰雕玫瑰(0.5%), 十字弓[3](2-3詞條)(???%), 卡崙寶寶卡片(0.01%), 圍兜兜(12.5%), 嬰兒的奶瓶(7.5%), 書[3](???%)","xma_f01_a(薑餅城區域), xma_f01_b(薑餅城區域), xma_f01_z(薑餅城區域), xmas_fild01(薑餅城區域)"
"1257","邪惡使者","INJUSTICE","95","38,413","不死","中","暗 2","","","76","31","364","369","布里刊(26.68%), 監獄監視者[1](???%), 賽依伐(17.5%), 邪惡使者卡片(0.01%), 鋼鐵(1.5%), 騎士長矛[2](???%)","gl_pri_a(地下監獄1樓), gl_pri_b(地下監獄1樓), gl_pri_z(地下監獄1樓), gl_prison(地下監獄1樓), gl_prison1(地下監獄2樓)"
"1272","黑暗之王","DARK_LORD","96","57,163,200","惡魔","大","不死 4","","","330","168","445","481","伯爵斗篷(0.5%), 無影之牙(1.5%), 鋁(25.71%), 骨製頭盔[1](0.05%), 骷髏魔杖(4.0%), 魔法外套(1.5%), 黑暗之王卡片(0.01%)","b_gl_chy(地下公墓), b_gl_chy_z(地下公墓)"
"1302","迷幻之王","DARK_ILLUSION","96","46,255","惡魔","大","不死 4","","","145","30","349","477","布里刊(26.68%), 抗魔斗篷(0.02%), 瑪絲黛拉果實(0.6%), 白色藥草(7.75%), 迷幻之王卡片(0.01%), 骨製頭盔(0.01%), 骷髏魔杖(0.02%)","gl_chy_a(地下公墓), gl_chy_b(地下公墓), gl_chy_z(地下公墓), gl_chyard(地下公墓)"
"1099","艾吉歐蜈蚣","ARGIOPE","97","22,508","昆蟲","大","毒 1","13504","2475","114","41","326","301","(服飾)懶洋洋艾吉歐蜈蚣(歸屬)(???%), 剎勒空結晶(6.0%), 戰士長靴[1](0.03%), 昆蟲後腳(26.68%), 神秘藍箱(???%), 紫寶石(0.05%), 綠色藥草(7.5%), 艾吉歐蜈蚣卡片(0.01%), 角弓[2](???%), 鋁原石(0.88%)","maz_d01_a(迷宮森林1樓), maz_d01_b(迷宮森林1樓), maz_d01_z(迷宮森林1樓), mjolnir_05(妙勒尼山脈北區), mjolnir_11(妙勒尼山脈南區), prt_maze01(迷宮森林1樓)"
"1263","風魔巫師","WIND_GHOST","97","58,685","惡魔","中","風 3","","","64","51","328","375","剎勒空結晶(22.8%), 死人遺骨(30.0%), 雷擊術等級5(0.5%), 風靈原石(0.5%), 風魔巫師卡片(0.01%), 骷髏頭(2.5%), 骷髏魔杖(0.01%)","gl_step(樓梯迷宮)"
"2891","狡猾艾吉歐蜈蚣","C5_ARGIOPE","97","112,540","昆蟲","大","毒 1","150180","45113","88","32","326","301","剎勒空結晶(30.0%), 戰士長靴[1](0.15%), 昆蟲後腳(100.0%), 紫寶石(0.25%), 綠色藥草(37.5%), 艾吉歐蜈蚣卡片(0.05%), 鋁原石(4.4%)","mjolnir_11(妙勒尼山脈南區)"
"2892","迅捷艾吉歐蜈蚣","C1_ARGIOPE","97","11,253","昆蟲","大","毒 1","150180","45113","88","32","326","301","剎勒空結晶(30.0%), 戰士長靴[1](0.15%), 昆蟲後腳(100.0%), 紫寶石(0.25%), 綠色藥草(37.5%), 艾吉歐蜈蚣卡片(0.05%), 鋁原石(4.4%)","mjolnir_05(妙勒尼山脈北區)"
"1132","卡利斯格","KHALITZBURG","98","33,320","不死","大","不死 1","","","125","10","352","403","(服飾)卡利斯格頭盔(藍)(歸屬)(???%), 卡利斯格卡片(0.01%), 卡利斯格騎士團鎧甲[1](???%), 忠誠之證(0.05%), 死人遺骨(40.0%), 鋁(0.96%), 骨製頭盔(0.01%)","gl_c02_a(克雷斯特漢姆古城2樓), gl_c02_b(克雷斯特漢姆古城2樓), gl_c02_z(克雷斯特漢姆古城2樓), gl_cas02(克雷斯特漢姆古城2樓), gl_k01_a(騎士團1樓), gl_k01_b(騎士團1樓), gl_k01_z(騎士團1樓), gl_knt01(騎士團1樓), gl_knt02(騎士團2樓)"
"1151","麥斯特","MYST","98","137,592","無形","大","毒 1","","","122","20","372","312","三色假髮(0.05%), 力量戒指(0.01%), 圓柄馬刀[3](???%), 曼特療傷藥(0.1%), 火焰纏繞的原木(???%), 瑪哪樹枝(4.0%), 神之金屬原石(0.33%), 蒼蠅翅膀(5.0%), 防毒面具(0.01%), 麥斯特卡片(0.01%)","mjo_d03_a(妙勒尼廢棄礦場3樓), mjo_d03_b(妙勒尼廢棄礦場3樓), mjo_d03_z(妙勒尼廢棄礦場3樓), mjo_dun03(妙勒尼廢棄礦場3樓)"
"1198","暗黑祭司","DARK_PRIEST","98","31,360","惡魔","中","不死 4","18063","","56","30","366","376","(服飾)十字架髮圈(歸屬)(???%), 幸運珠鏈(0.15%), 斧錘長矛[2](???%), 暗黑祭司卡片(0.01%), 神之手(0.01%), 秘衣 惡德[1](0.03%), 紅色魔力礦石(2.25%), 藍色藥水(0.5%), 預言錄(0.03%)","gl_chy_a(地下公墓), gl_chy_b(地下公墓), gl_chy_z(地下公墓), gl_chyard(地下公墓)"
"1201","瑞比歐","RYBIO","98","48,701","惡魔","大","無 2","","","109","30","352","359","亞伯雷弓[2](2詞條)(???%), 守護騎士之劍[1](???%), 泯滅之心(0.05%), 瑞比歐卡片(0.01%), 白色藥草(9.0%), 神之金屬(0.5%), 細長舌頭(19.4%), 行刑者手套(0.02%), 迷幻藥(0.15%)","gl_pri_a(地下監獄1樓), gl_pri_b(地下監獄1樓), gl_pri_z(地下監獄1樓), gl_prison(地下監獄1樓), gl_prison1(地下監獄2樓)"
"1252","卡崙","GARM","98","93,749,250","動物","大","水 4","43665954","5739183","173","103","504","506","冰靈拳刃(2.5%), 卡崙之牙(27.5%), 卡崙卡片(0.01%), 卡崙的指甲[1](2.5%), 水靈之刀(0.75%), 神之金屬(14.5%), 鋁(19.89%)",""
