"id","名稱","敘述","類別","子類別","攻擊","防禦","重量","買價","賣價"
"420560","(服飾)性感麻花側髮捲(白)(歸屬)","黏在頭髮上時總能感受到不同造型的裝飾頭髮。","服飾裝備","頭下","0","0","0","20","10"
"420561","(服飾)披肩雙馬尾燙髮(歸屬)","兩邊束起少量頭髮的髮型，它同時擁有雙馬尾與長髮的魅力，\n以獨特的色彩呈現科幻風格的造型。","服飾裝備","頭下","0","0","0","20","10"
"420562","(服飾)愛心泡泡糖(歸屬)","不需特別技術也能輕易吹出心型氣球的泡泡糖。","服飾裝備","頭下","0","0","0","20","10"
"420563","(服飾)愛心小天使(歸屬)","喜歡到處送上愛心的小天使。","服飾裝備","頭下","0","0","0","20","10"
"420564","(服飾)環狀雙馬尾假髮(歸屬)","可依照心情隨時變換髮型的服飾用假髮。\n像是糰子下面掛著吉拿圈一般甜美可愛的髮型。","服飾裝備","頭下","0","0","0","20","10"
"420565","(服飾)蘿莉塔披肩雙馬尾(歸屬)","兩邊束起少量頭髮的髮型，它同時擁有雙馬尾與長髮的魅力，\n是一款非常可愛的髮型。","服飾裝備","頭下","0","0","0","20","10"
"420566","(服飾)性感麻花側髮捲(紫)(歸屬)","黏在頭髮上時總能感受到不同造型的裝飾頭髮。","服飾裝備","頭下","0","0","0","20","10"
"420572","(服飾)嘴叼起司棒(歸屬)","在嘴裡慢慢融化的美味起司棒。","服飾裝備","頭下","0","0","0","20","10"
"420573","(服飾)調皮惡魔之影(歸屬)","一個被蒙上陰影的叫小惡魔的服飾。\n只要看到牠移動的樣子就會令人毛骨悚然。\n從正面看不到牠的身影，讓人有種被惡魔迷惑的感覺。","服飾裝備","頭下","0","0","0","20","10"
"420574","(服飾)嘴刁灰狼(歸屬)","猶如變成母座狼一樣。","服飾裝備","頭下","0","0","0","20","10"
"420577","(服飾)長長的舌頭(歸屬)","能讓人像機關槍一樣講話的舌頭。\n但是非常長，所以可能會咬到自己的舌頭。","服飾裝備","頭下","0","0","0","20","10"
"420578","(服飾)波浪燙長假髮(紫)(歸屬)","蓬鬆的波浪捲髮，能呈現可愛一面的服飾假髮。","服飾裝備","頭下","0","0","0","20","10"
"420579","(服飾)波浪燙長假髮(綠)(歸屬)","蓬鬆的波浪捲髮，能呈現可愛一面的服飾假髮。","服飾裝備","頭下","0","0","0","20","10"
"420580","(服飾)兇悍小惡魔(歸屬)","充滿氦氣的惡魔樣子氣球。","服飾裝備","頭下","0","0","0","20","10"
"420581","(服飾)古典俏麗髮包(紅)(歸屬)","黏在頭髮上時總能感受到不同造型的裝飾頭髮。\n將馬尾綁成圓圓的雙丸子頭。","服飾裝備","頭下","0","0","0","20","10"
"420582","(服飾)古典俏麗髮包(綠)(歸屬)","黏在頭髮上時總能感受到不同造型的裝飾頭髮。\n將馬尾綁成圓圓的雙丸子頭。","服飾裝備","頭下","0","0","0","20","10"
"420583","(服飾)波浪燙長假髮(白)(歸屬)","蓬鬆的波浪捲髮，能呈現可愛一面的服飾假髮。","服飾裝備","頭下","0","0","0","20","10"
"420584","(服飾)波浪燙長假髮(褐)(歸屬)","蓬鬆的波浪捲髮，能呈現可愛一面的服飾假髮。","服飾裝備","頭下","0","0","0","20","10"
"420585","(服飾)古典俏麗髮包(黑)(歸屬)","黏在頭髮上時總能感受到不同造型的裝飾頭髮。\n將馬尾綁成圓圓的雙丸子頭。","服飾裝備","頭下","0","0","0","20","10"
"420586","(服飾)古典俏麗髮包(黃)(歸屬)","黏在頭髮上時總能感受到不同造型的裝飾頭髮。\n將馬尾綁成圓圓的雙丸子頭。","服飾裝備","頭下","0","0","0","20","10"
"420588","(服飾)刺客面罩(歸屬)","為了掩飾刺客臉部所戴的暗色面罩, 戴上去感到心安不被認出。","服飾裝備","頭下","0","0","0","20","10"
"420589","(服飾)實驗精神(歸屬)","將鍊金術師的實驗精神具象化的服飾。\n穿戴者會被各種研究日誌和藥水、實驗工具環繞。","服飾裝備","頭下","0","0","0","20","10"
"420606","(服飾)月之仙女羽衣(歸屬)","長得跟兔子一模一樣，自稱「月之使者」的東西們很珍惜的服飾羽衣。\n是否真的是來自月亮的使者不可考。","服飾裝備","頭下","0","0","0","20","10"
"420607","(服飾)繁星點點長假髮(歸屬)","可依照心情隨時變換髮型的服飾用假髮。\n顏色讓人想起夜空的柔順波浪長捲髮。","服飾裝備","頭下","0","0","0","20","10"
"420610","(服飾)草葉(歸屬)","一枝大草葉，叼在嘴裡猶如變成隨風漂泊的浪人。","服飾裝備","頭下","0","0","0","20","10"
"420611","(服飾)浩瀚宇宙(歸屬)","使用從天而降的無數魔力製成的觀測天體裝置。\n以現代的魔法和科學技術無法得知其用途。","服飾裝備","頭下","0","0","0","20","10"
"420612","(服飾)群星(歸屬)","在天上閃耀的無數繁星。\n一直盯著看會覺得彷彿要被吸進去。","服飾裝備","頭下","0","0","0","20","10"
"420613","(服飾)兔耳造型雙髮辮(歸屬)","附有兔子耳朵的服飾假髮。\n戴上去猶如瘋兔般可愛的髮型。","服飾裝備","頭下","0","0","0","20","10"
"420614","(服飾)秋日黃昏(歸屬)","以秋日黃昏的天空為意象所設計的服飾。","服飾裝備","頭下","0","0","0","20","10"
"420615","(服飾)雙十國慶紀念圍巾(歸屬)","為紀念雙十國慶而親手編織的圍巾，非常溫暖。","服飾裝備","頭下","0","0","0","20","10"
"420622","(服飾)甜蜜糖果(歸屬)","準備送給乖巧小朋友的糖果。","服飾裝備","頭下","0","0","0","20","10"
"420623","(服飾)餅乾派對(歸屬)","身邊有許多好吃的餅乾和蛋糕, 穿上後可以享受一個悠閒的下午茶時光。","服飾裝備","頭下","0","0","0","20","10"
"420624","(服飾)大眼仔(歸屬)","一個炯炯有神的眼睛。\n若一直盯著看，感覺會被吸引進去。","服飾裝備","頭下","0","0","0","20","10"
"420625","(服飾)小熊熊氣球(歸屬)","我是小熊熊~人家不是波利啦！","服飾裝備","頭下","0","0","0","20","10"
"420626","(服飾)餅乾粉紅蝴蝶結(歸屬)","充滿了許多餅乾的派對絲帶。\n讓人想舉辦一場愉快的下午茶派對。","服飾裝備","頭下","0","0","0","20","10"
"420627","(服飾)微醺臉蛋(歸屬)","小酌之後有點微醺的臉。","服飾裝備","頭下","0","0","0","20","10"
"420630","(服飾)數數羊(歸屬)","一隻兩隻三隻羊，慢慢數看了都想睡覺。\n只要躺下的話, 就真的會睡著了。","服飾裝備","頭下","0","0","0","20","10"
"420631","(服飾)數數羊(紅)(歸屬)","一隻兩隻三隻羊，慢慢數看了都想睡覺。\n只要躺下的話, 就真的會睡著了。","服飾裝備","頭下","0","0","0","20","10"
"420632","(服飾)圈圈尾辮假髮(歸屬)","戴上後感覺改變髮型的服飾用假髮。\n綁成圈圈造型的髮辮十分可愛。","服飾裝備","頭下","0","0","0","20","10"
"420633","(服飾)率性雙辮假髮(歸屬)","讓人感受到和煦春風的華麗假髮。\n戴上後有變為大型商隊隊長的感覺。","服飾裝備","頭下","0","0","0","20","10"
"420634","(服飾)雙辮小尾巴假髮(黑)(歸屬)","將頭髮編成兩股辮子的假髮。\n有助於打造各種造型。","服飾裝備","頭下","0","0","0","20","10"
"420635","(服飾)雙辮小尾巴假髮(黃)(歸屬)","將頭髮編成兩股辮子的假髮。\n有助於打造各種造型。","服飾裝備","頭下","0","0","0","20","10"
"420636","(服飾)雙辮小尾巴假髮(紅)(歸屬)","將頭髮編成兩股辮子的假髮。\n有助於打造各種造型。","服飾裝備","頭下","0","0","0","20","10"
"420637","(服飾)雙辮小尾巴假髮(白)(歸屬)","將頭髮編成兩股辮子的假髮。\n有助於打造各種造型。","服飾裝備","頭下","0","0","0","20","10"
"420638","(服飾)雙辮小尾巴假髮(藍)(歸屬)","將頭髮編成兩股辮子的假髮。\n有助於打造各種造型。","服飾裝備","頭下","0","0","0","20","10"
"420639","(服飾)克勞斯肩甲(歸屬)","如同盾牌般堅固的肩甲，從頸部到肩膀都能提供全面的保護。\n堅如鐵壁的肩部裝備，展現匠人的精湛工藝。","服飾裝備","頭下","0","0","0","20","10"
"420640","(服飾)克勞斯肩甲(紅)(歸屬)","如同盾牌般堅固的肩甲，從頸部到肩膀都能提供全面的保護。\n堅如鐵壁的肩部裝備，展現匠人的精湛工藝。","服飾裝備","頭下","0","0","0","20","10"
"420641","(服飾)克勞斯肩甲(黑)(歸屬)","如同盾牌般堅固的肩甲，從頸部到肩膀都能提供全面的保護。\n堅如鐵壁的肩部裝備，展現匠人的精湛工藝。","服飾裝備","頭下","0","0","0","20","10"
"420643","(服飾)巨型蝴蝶結圍巾(歸屬)","大型髮帶圍巾","服飾裝備","頭下","0","0","0","20","10"
"420644","(服飾)祥雲朵朵(歸屬)","據說是以前眾神使用的長煙袋。\n咬住會神奇地浮現藍天與朝霞。","服飾裝備","頭下","0","0","0","20","10"
"420645","(服飾)惡魔翅膀圍巾(歸屬)","掛有巨大蝙蝠翅膀的服飾用圍巾。\n穿戴後圍巾看起來就像展開翅膀的蝙蝠。","服飾裝備","頭下","0","0","0","20","10"
"420675","(服飾)波浪燙長假髮(紅)(歸屬)","蓬鬆的波浪捲髮，能呈現可愛一面的服飾用假髮。","服飾裝備","頭下","0","0","0","20","10"
"420676","(服飾)波浪燙長假髮(黑)(歸屬)","蓬鬆的波浪捲髮，能呈現可愛一面的服飾用假髮。","服飾裝備","頭下","0","0","0","20","10"
"420677","(服飾)波浪燙長假髮(藍)(歸屬)","蓬鬆的波浪捲髮，能呈現可愛一面的服飾用假髮。","服飾裝備","頭下","0","0","0","20","10"
"420678","(服飾)波浪燙長假髮(粉)(歸屬)","蓬鬆的波浪捲髮，能呈現可愛一面的服飾用假髮。","服飾裝備","頭下","0","0","0","20","10"
"420679","(服飾)波浪燙長假髮(黃)(歸屬)","蓬鬆的波浪捲髮，能呈現可愛一面的服飾用假髮。","服飾裝備","頭下","0","0","0","20","10"
"420680","(服飾)雞喙(歸屬)","鳥嘴模型。戴上會讓人想啄食蚯蚓或飼料。","服飾裝備","頭下","0","0","0","20","10"
"420683","(服飾)美美長假髮(綠)(歸屬)","可依照心情隨時變換髮型的服飾用假髮。","服飾裝備","頭下","0","0","0","20","10"
"420684","(服飾)美美長假髮(褐)(歸屬)","可依照心情隨時變換髮型的服飾用假髮。","服飾裝備","頭下","0","0","0","20","10"
"420685","(服飾)美美長假髮(藍)(歸屬)","可依照心情隨時變換髮型的服飾用假髮。","服飾裝備","頭下","0","0","0","20","10"
"420686","(服飾)美美長假髮(黑)(歸屬)","可依照心情隨時變換髮型的服飾用假髮。","服飾裝備","頭下","0","0","0","20","10"
"420687","(服飾)美美長假髮(金)(歸屬)","可依照心情隨時變換髮型的服飾用假髮。","服飾裝備","頭下","0","0","0","20","10"
"420688","(服飾)發懶滷哥氣球(歸屬)","飄著酷似滷哥的胖嘟嘟貓咪氣球。\n拿著的話感覺很快就會肚子餓。","服飾裝備","頭下","0","0","0","20","10"
"420689","(服飾)天使波利圍巾(歸屬)","有著巨大天使翅膀的服飾用圍巾。","服飾裝備","頭下","0","0","0","20","10"
"420692","(服飾)波利泳池(歸屬)","一坐下就會突然出現的服飾用泳池。\n省去了組裝的麻煩。","服飾裝備","頭下","0","0","0","20","10"
"420696","(服飾)黃色的小辮子(歸屬)","載在頭上的黃色小辮子,會有跟不常不一樣的外型。\n是突出一角演示生氣的髮型。","服飾裝備","頭下","0","0","0","20","10"
"420697","(服飾)小章魚氣球(歸屬)","卡哇伊的小章魚氣球,可愛的臉笑容,飛揚在主人的上方,\n讓人有心情愉悅的感覺。","服飾裝備","頭下","0","0","0","20","10"
"420698","(服飾)綠色的小辮子(歸屬)","載在頭上的黃色小辮子,會有跟不常不一樣的外型。\n是突出一角演示生氣的髮型。","服飾裝備","頭下","0","0","0","20","10"
"420699","(服飾)白色的小辮子(歸屬)","載在頭上的黃色小辮子,會有跟不常不一樣的外型。\n是突出一角演示生氣的髮型。","服飾裝備","頭下","0","0","0","20","10"
"420700","(服飾)吸血鬼面具(歸屬)","依吸血鬼恐怖牙齒的外型所製作的詛咒面具。有時會吸收對象的生命力。","服飾裝備","頭下","0","0","0","20","10"
"420704","(服飾)俏麗雙髮尾(黃)(歸屬)","黏在頭髮上時總能感受到不同造型的裝飾頭髮。","服飾裝備","頭下","0","0","0","20","10"
"420705","(服飾)俏麗雙髮尾(綠)(歸屬)","黏在頭髮上時總能感受到不同造型的裝飾頭髮。","服飾裝備","頭下","0","0","0","20","10"
"420706","(服飾)俏麗雙髮尾(白)(歸屬)","黏在頭髮上時總能感受到不同造型的裝飾頭髮。","服飾裝備","頭下","0","0","0","20","10"
"420707","(服飾)魅力雪花碎片(歸屬)","蘊含水精靈力量的符咒。\n含在嘴中有清涼感。","服飾裝備","頭下","0","0","0","20","10"
"420708","(服飾)冷空氣(歸屬)","天氣實在太冷了，從嘴巴吐出來的氣息都能看到白霧了呢。","服飾裝備","頭下","0","0","0","20","10"
"420709","(服飾)俏麗雙髮尾(黑)(歸屬)","黏在頭髮上時總能感受到不同造型的裝飾頭髮。","服飾裝備","頭下","0","0","0","20","10"
"420710","(服飾)俏麗雙髮尾(紅)(歸屬)","黏在頭髮上時總能感受到不同造型的裝飾頭髮。","服飾裝備","頭下","0","0","0","20","10"
"420711","(服飾)俏麗搖滾短髮(歸屬)","反戴可以感受與平時截然不同髮型的假髮。\n層次短髮給人帥氣的搖滾感。","服飾裝備","頭下","0","0","0","20","10"
"420712","(服飾)隱形面具(歸屬)","雖然用手觸摸感覺像是面具，但卻看不到。","服飾裝備","頭下","0","0","0","20","10"
"420713","(服飾)甜美側馬尾(黃)(歸屬)","戴上後可以營造與平時不同氛圍的假髮。","服飾裝備","頭下","0","0","0","20","10"
"420714","(服飾)甜美側馬尾(藍)(歸屬)","戴上後可以營造與平時不同氛圍的假髮。","服飾裝備","頭下","0","0","0","20","10"
"420715","(服飾)海洋派對造型髮辮(歸屬)","戴上後會感覺與眾不同的新潮服飾假髮，\n質地緊實，猶如魚刺辮子。","服飾裝備","頭下","0","0","0","20","10"
"420716","(服飾)星星蝴蝶結雙髮辮(歸屬)","戴上後可以營造與平時不同氛圍的髮型。\n繫上星星造型綁帶的雙馬尾，非常可愛。","服飾裝備","頭下","0","0","0","20","10"
"430011","(服飾)巨大的金鈴噹(歸屬)","參考人氣怪物鬼女的裝飾品所做成的，巨大的鈴鐺更強調了它的可愛性。","服飾裝備","頭上、中","0","0","0","20","10"
"430012","(服飾)判官帽(歸屬)","在傳說中明判官帶過的帽子，帶起來有可以維護正義的感覺。","服飾裝備","頭上、中","0","0","0","20","10"
"430013","(服飾)狂暴野貓帽子(歸屬)","以動作敏捷著稱，一旦盯上就絕不放過的狂暴野貓帽子。","服飾裝備","頭上、中","0","0","0","20","10"
"430014","(服飾)修女帽子(歸屬)","大教堂裡修女們所戴的帽子，可以遮掩住頭髮，有點自律意義的內涵。","服飾裝備","頭上/中","0","0","0","20","10"
"430015","(服飾)獸人英雄頭盔(歸屬)","是真正獸人英雄的頭盔, 成為獸人族中最勇猛偉大的戰士象徵。","服飾裝備","頭上/中","0","0","0","20","10"
"430017","(服飾)太陽神頭盔(歸屬)","象徵太陽的大型黃金翅膀帽子, 但未說明戴上去後要如何走路。","服飾裝備","頭上/中","0","0","0","20","10"
"430018","(服飾)藏鏡人帽(歸屬)","帶著頭上就會看不到眼睛的黑色斗笠。","服飾裝備","頭上/中","0","0","0","20","10"
"430019","(服飾)艾斯恩魔女假面(歸屬)","象徵克雷斯特漢姆地下監獄主人「艾斯恩魔女」的面具，戴上後似乎會覺得人類變得可笑。","服飾裝備","頭上/中","0","0","0","20","10"
"430020","(服飾)七彩面紗(歸屬)","如極光般閃耀著美麗光芒的服飾用面紗。\n連佩戴者周圍的空氣都充滿幸福的氛圍。","服飾裝備","頭上/中","0","0","0","20","10"
"430021","(服飾)白貓帽T(歸屬)","有著蓬鬆鬆軟綿綿觸感的可愛貓耳造型帽子。","服飾裝備","頭上/中","0","0","0","20","10"
"430022","(服飾)暗夜面紗(歸屬)","暗夜面紗。","服飾裝備","頭上、頭中","0","0","0","20","10"
"430023","(服飾)聖母的慈愛(歸屬)","滿溢著聖母慈愛的帽子，即使犧牲自我也要給予祝福。","服飾裝備","頭上、頭中","0","0","0","20","10"
"435001","(服飾)人面獅身帽(歸屬)","在某個遙遠的國家才能看到的帽子，象徵著太陽，比看起來還要堅固。","服飾裝備","頭上/下","0","0","0","20","10"
"436008","(服飾)虎虎生風","透露著猛虎氣勢的頭套。\n具體是誰製作做的，卻無人知曉。","服飾裝備","頭中、下","0","0","0","20","10"
"436012","(服飾)無表情的假面(歸屬)","眼睛和嘴巴是同一個模樣，好像遠離世俗的表情，無預警的聽到冷笑話時可以戴戴看。","服飾裝備","頭中、下","0","0","0","20","10"
"436013","(服飾)笑臉面具(歸屬)","開懷大笑的假面。戴上這種假面可以讓人無法查覺假面下的你的表情以及情緒反應。","服飾裝備","頭中、下","0","0","0","20","10"
"436014","(服飾)嚇壞眼的假面(歸屬)","印有圓圓大大眼睛的面具，驚訝時可戴戴看。","服飾裝備","頭中、下","0","0","0","20","10"
"436015","(服飾)討厭的假面(歸屬)","遇到厭煩或衰事時適合戴的面具。","服飾裝備","頭中、下","0","0","0","20","10"
"436016","(服飾)防毒面具(歸屬)","有著可以過濾有害空氣之過濾器，隨時提供新鮮空氣的口罩。缺點是使用時會覺得有些悶，不太舒服。","服飾裝備","頭中、下","0","0","0","20","10"
"436017","(服飾)哥布靈首領假面(歸屬)","像似哥布靈首領般，感覺到堅強意志的假面，再怎麼裝還是哥布靈。","服飾裝備","頭中、下","0","0","0","20","10"
"436018","(服飾)虎虎生風(歸屬)","透露著猛虎氣勢的頭套。\n具體是誰製作做的，卻無人知曉。","服飾裝備","頭中、下","0","0","0","20","10"
"436019","(服飾)會抓人的貓咪(歸屬)","依黏在臉上抓人貓咪為樣本而製作的面具。","服飾裝備","頭中、下","0","0","0","20","10"
"436020","(服飾)舞會面具(歸屬)","戴的時候可隱藏自己的身份,可通過秘密管道購買。給人一種相當神秘的感覺。","服飾裝備","頭中、下","0","0","0","20","10"
"436021","(服飾)鋼鐵面具(歸屬)","用鋼鐵製作的面具，完全未考慮外觀和品味，只以實用性為主，火花、寒氣、衝擊都不怕。","服飾裝備","頭中/下","0","0","0","20","10"
"436022","(服飾)南瓜先生(歸屬)","可以變身為南瓜先生的頭具。\n甚至連他的朋友們都會受騙上當。\n製作方法是機密…","服飾裝備","頭中/下","0","0","0","20","10"
"436023","(服飾)掉落眼淚(歸屬)","(服飾)掉落眼淚","服飾裝備","頭中/下","0","0","0","20","10"
"440000","(服飾)鯊魚頭帽","戴在頭上的鯊魚頭外型帽子。\n只要浮在水面上就會誤以為鯊魚出現了。","服飾裝備","頭上、頭中、頭下","0","0","0","20","10"
"440009","(服飾)滿月貓頭罩(黑)","舉頭望明月，低頭思故鄉中的貓咪連帽披肩。","服飾裝備","頭上/中/下","0","0","0","20","10"
"440010","(服飾)大熊熊頭罩","玩偶熊頭形狀的服飾面具，\n雖然面具是為了歡迎主題公園的訪客而製作，但似乎也可用來隱藏真實身份到處走動。","服飾裝備","頭上、中、下","0","0","0","20","10"
"440023","(服飾)殭屍帽(歸屬)","魔物殭屍戴過的帽子，帽子前面貼著符咒，後面綁著辮子。","服飾裝備","頭上、中、下","0","0","0","20","10"
"440024","(服飾)妖道帽(歸屬)","魔物妖道戴過的帽子，重點是在前面有撕一半的符咒，不僅堅固且撕開的符咒可減少阻礙視野。","服飾裝備","頭上、中、下","0","0","0","20","10"
"440025","(服飾)帕可達亞(歸屬)","用很多屬性的戒指組合做成的頭具，有著華麗威嚴的模樣。","服飾裝備","頭上、中、下","0","0","0","20","10"
"440029","(服飾)大熊熊頭罩(歸屬)","玩偶熊頭形狀的服飾面具，\n雖然面具是為了歡迎主題公園的訪客而製作，但似乎也可用來隱藏真實身份到處走動。","服飾裝備","頭上、中、下","0","0","0","20","10"
"440030","(服飾)白幽靈面具(歸屬)","仿製白幽靈外型的面具，彷彿正在敷著白幽靈面膜，但是否對肌膚美容有益則不得而知。","服飾裝備","頭上/中/下","0","0","0","20","10"
"440031","(服飾)騎士假面(歸屬)","(服飾)騎士假面","服飾裝備","頭上/中/下","0","0","0","20","10"
"440032","(服飾)鯊魚頭帽(歸屬)","戴在頭上的鯊魚頭外型帽子。\n只要浮在水面上就會誤以為鯊魚出現了。","服飾裝備","頭上、頭中、頭下","0","0","0","20","10"
"440033","(服飾)愛心兔兔帽T(歸屬)","有名的玩偶監製人嘔心瀝血所製作的兔兔玩偶帽。","服飾裝備","頭上、頭中、頭下","0","0","0","20","10"
"440034","(服飾)滿月貓頭罩(黑)(歸屬)","舉頭望明月，低頭思故鄉中的貓咪連帽披肩。","服飾裝備","頭上/中/下","0","0","0","20","10"
"450012","中級公會員外袍","為了努力的公會員所設計的外袍。\n「※WOE-FE戰區追加屬性」\nMHP+1050，MSP+150，MDEF + 5，玩家抗性+3%。\n精煉+7以上時，MATK + 5%。\n和中級公會員鞋子、圍巾一起裝備，精煉度總和為21以上時，MHP+1600，玩家抗性+7%。","防具","鎧甲","0","25","50","20","10"
"450013","中級公會員外套","為了努力的公會員所設計的外套。\n「※WOE-FE戰區追加屬性」\nMHP+1150，MSP+100，MDEF+5，玩家抗性+4%。\n精煉+7以上時，ATK+5%。\n和中級公會員長靴，斗篷一起裝備，精煉度總和為21以上時，MHP+1800，玩家抗性+8%。","防具","鎧甲","0","30","150","20","10"
"450014","中級公會員鎧甲","為了努力的公會員所設計的鎧甲。\n「※WOE-FE戰區追加屬性」\nMHP+1250，MSP+50，玩家抗性 + 5%。\n精煉+7以上時，玩家抗性再+2%。\n和中級公會員重靴，斗篷一起裝備，精煉度總和為21以上時，MHP+2000，玩家抗性+9%.","防具","鎧甲","0","50","250","20","10"
"450310","鋼鐵鎖子甲","堅硬的金屬編成的鎧甲。","防具","鎧甲","0","55","330","50","25"
"450311","冒險衣","專為冒險者製作的衣服。","防具","鎧甲","0","20","30","1000","500"
"450312","皎潔長袍","繡上咒力後很耀眼的純白外袍。\n固定詠唱-3%。\n(固詠的%增減效果只適用最大的效果。)\n自己使用的治癒量+5%。","防具","鎧甲","0","42","40","20","10"
"450313","緊身便衣","緊緊包住身體，行動起來很方便的衣服\nDEX+1","防具","鎧甲","0","27","50","20","10"
"450314","秘銀之衣","以價值不斐的銀絲所編製成的衣服。","防具","鎧甲","0","23","70","20","10"
"450315","鋼鐵鎧甲","用金屬整體打造的鎧甲,特點為有優秀的防禦力。","防具","鎧甲","0","70","450","20","10"
"450317","盜賊之衣","相當輕便的衣服。\nAGI+1。","防具","鎧甲","0","40","10","20","10"
"450318","冒險衣","專為冒險者製作的衣服。","防具","鎧甲","0","20","30","1,000","500"
"450319","大衣","沒有腰身的長大衣。","防具","鎧甲","0","37","60","10,000","5,000"
"450320","長大衣","長度到膝蓋的大衣,有防寒效果。不過夏天穿起來會很熱喔。","防具","鎧甲","0","42","120","22,000","11,000"
"450321","木製鎧甲","木製成的鎧甲。","防具","鎧甲","0","25","100","20","10"
"450322","鐵製鎧甲","用堅硬的金屬做成的鎧甲。","防具","鎧甲","0","35","280","20","10"
"450323","鋼鐵鎖子甲","堅硬的金屬編成的鎧甲。","防具","鎧甲","0","55","330","50","25"
"450324","鋼鐵鎧甲","用金屬整體打造的鎧甲,特點為有優秀的防禦力。","防具","鎧甲","0","70","450","20","10"
"450325","絲質外袍","用高級的布料製成的衣服,具有卓越的魔法防禦力。\nMDEF+10。","防具","鎧甲","0","20","40","8,000","4,000"
"450326","聖職之袍","聖職者批在肩膀上的罩衣。","防具","鎧甲","0","24","40","20","10"
"450327","聖職之衣","用綠色顏料染製而成,且受過洗禮的衣服。\nMDEF+5。","防具","鎧甲","0","50","60","20","10"
"450328","緊身便衣","緊緊伏貼在身上令行動更為方便的衣服。\nDEX+1。","防具","鎧甲","0","27","50","20","10"
"450329","秘銀之衣","以價值不斐的銀絲所編製成的衣服。","防具","鎧甲","0","23","70","20","10"
"450330","盜賊之衣","相當輕便的衣服。\nAGI+1。","防具","鎧甲","0","40","10","20","10"
"450344","聖職之袍","聖職者批在肩膀上的罩衣。","防具","鎧甲","0","24","40","20","10"
"450345","絲質外袍","用高級的布料製成的衣服,具有卓越的魔法防禦力。\nMDEF+10。","防具","鎧甲","0","20","40","8,000","4,000"
"450346","長大衣","長度到膝蓋的大衣,有防寒效果。不過夏天穿起來會很熱喔。","防具","鎧甲","0","42","120","22,000","11,000"
"450347","皮製外套","價格低廉的皮製外套。","防具","鎧甲","0","15","20","200","100"
"450348","鐵製鎧甲","用堅硬的金屬做成的鎧甲。","防具","鎧甲","0","35","280","20","10"
"450349","大衣","沒有腰身的長大衣。","防具","鎧甲","0","37","60","10,000","5,000"
"450354","聖職之衣","受過洗禮的衣服。\nMDEF+5。","防具","鎧甲","0","50","60","20","10"
"460058","鐵盾","可以抵擋敵人攻擊的盾牌。","防具","盾牌","0","20","30","500","250"
"460059","圓盾","製作簡單且方便使用,所以普遍使用的圓形盾牌。","防具","盾牌","0","40","60","14,000","7,000"
"460060","鋼盾","用堅硬的金屬製成的防禦道具。","防具","盾牌","0","60","130","56,000","28,000"
"460061","鏡盾","用鏡子製成的防具, 對魔法有著相當高的防禦力。\nMDEF+5。","防具","盾牌","0","45","100","20","10"
"460068","鐵盾","可以抵擋敵人攻擊的簡易道具。","防具","盾牌","0","20","30","500","250"
"460069","圓盾","製作簡單且方便使用,所以普遍使用的圓形盾牌。","防具","盾牌","0","40","60","14,000","7,000"
"460070","銀盾","把銀和鐵混合而成的一般薄盾, 據說反射光線時很炫。","防具","盾牌","0","60","30","20","10"
"460071","鋼盾","用堅硬的金屬製成的防禦道具。","防具","盾牌","0","60","130","56,000","28,000"
"460120","鏡盾","用鏡子製成的防具, 對魔法有著相當高的防禦力。\nMDEF+5。","防具","盾牌","0","45","100","20","10"
"470011","中級公會員鞋子","為了努力的公會員所設計的鞋子。\n「※WOE-FE戰區追加屬性」\nMHP+350，玩家抗性+1%，MDEF+7。\n精煉+7以上時，MHP+10%，玩家抗性再+1%。","防具","鞋子","0","7","20","20","10"
"470012","中級公會員長靴","為了努力的公會員所設計的長靴。\n「※WOE-FE戰區追加屬性」\nMHP+550，玩家抗性+2%，MDEF+4。\n精煉+7以上時，MHP+10%，玩家抗性再+1%。","防具","鞋子","0","10","50","20","10"
"470013","中級公會員重靴","為了努力的公會員所設計的重靴。\n「※WOE-FE戰區追加屬性」\nMHP+750，玩家抗性+3%，MDEF+2。\n精煉+7以上時，MHP+10%，玩家抗性再+1%。","防具","鞋子","0","15","80","20","10"
"470229","長靴","保護到腳腕的長靴。","防具","鞋子","0","10","40","3,500","1,750"
"470230","戰士長靴","用結實的布製作，不僅活動性連防禦力也充分展現的優秀鞋子","防具","鞋子","0","16","60","18,000","9,000"
"470231","輕便鞋","很方便著裝的鞋子,不過沒有什麼防禦力。","防具","鞋子","0","5","20","400","200"
"470232","長靴","保護到腳腕的長靴。","防具","鞋子","0","10","40","3,500","1,750"
"470233","戰士長靴","用堅硬的布料做成的長靴。","防具","鞋子","0","16","60","18,000","9,000"
"470257","輕便鞋","很方便著裝的鞋子,不過沒有什麼防禦力。","防具","鞋子","0","5","20","400","200"
"480007","中級公會員圍巾","為了努力的公會員所設計的圍巾。\n「※WOE-FE戰區追加屬性」\nMHP + 250，玩家抗性+3%，MDEF+2。\n精煉+7以上時，ATK+35、MATK+35。","防具","披肩","0","7","15","20","10"
"480008","中級公會員斗篷","為了努力的公會員所設計的斗篷。\n「※WOE-FE戰區追加屬性」\nMHP+350，玩家抗性+3%，MDEF+2。\n精煉+7以上時，玩家抗性再+2%。","防具","披肩","0","16","30","20","10"
