魔物名稱,等級,血量,95%迴避,100%命中,屬性,種族,體型,base經驗血量比(經驗值/血量),job經驗血量比,所屬地圖,魔物詳細資料
紅草,1,5,172,202,地1,植物,小,0,0,吉芬地下密穴1樓 (gef_d00_a)；吉芬地下密穴1樓 (gef_d00_b)；吉芬地下密穴1樓 (gef_d00_z)；吉芬地下密穴1樓 (gef_dun00)；冷豔舞姬村 (gef_f05_a)；冷豔舞姬村 (gef_f05_b)；冷豔舞姬村 (gef_f05_z)；冷豔舞姬村 (gef_fild05)；崑崙西王母神殿 (gon_d01_a)；崑崙西王母神殿 (gon_d01_b)；崑崙西王母神殿 (gon_d01_z)；崑崙西王母神殿 (gon_dun01)；斐揚洞穴1樓 (pay_d00_a)；斐揚洞穴1樓 (pay_d00_b)；斐揚洞穴1樓 (pay_d00_z)；斐揚洞穴2樓 (pay_d01_a)；斐揚洞穴2樓 (pay_d01_b)；斐揚洞穴2樓 (pay_d01_z)；斐揚洞穴3樓 (pay_d02_a)；斐揚洞穴3樓 (pay_d02_b)；斐揚洞穴3樓 (pay_d02_z)；斐揚洞穴4樓-廢村 (pay_d03_a)；斐揚洞穴4樓-廢村 (pay_d03_b)；斐揚洞穴4樓-廢村 (pay_d03_z)；斐揚洞穴5樓-廢村 (pay_d04_a)；斐揚洞穴5樓-廢村 (pay_d04_b)；斐揚洞穴5樓-廢村 (pay_d04_z)；斐揚洞穴1樓 (pay_dun00)；斐揚洞穴2樓 (pay_dun01)；斐揚洞穴3樓 (pay_dun02)；斐揚洞穴4樓-廢村 (pay_dun03)；斐揚洞穴5樓-廢村 (pay_dun04)；依斯魯得島失事輪1樓 (treasure_n1)；依斯魯得島失事輪2樓 (treasure_n2)；汶巴拉滬家森林 (um_fild02)；汶巴拉滬家叢林 (um_fild04),https://twroz.wiki/mob?search_query=1078
紅菇,1,5,172,202,地1,植物,小,0,0,吉芬區域 (gef_fild02)；吉芬區域 (gef_fild09)；妙勒尼山脈南區 (mjolnir_06)；妙勒尼山脈南區 (mjolnir_07)；妙勒尼山脈南邊山麓 (mjolnir_09)；蘇克拉特沙漠 (moc_fild13)；斐揚森林 (pay_f03_a)；斐揚森林 (pay_f03_b)；斐揚森林 (pay_f03_z)；斐揚森林 (pay_fild02)；斐揚森林 (pay_fild03)；斐揚森林 (pay_fild06)；普隆德拉區域 (prt_f11_a)；普隆德拉區域 (prt_f11_b)；普隆德拉區域 (prt_f11_z)；普隆德拉區域 (prt_fild10)；普隆德拉區域 (prt_fild11)；依斯魯得島失事輪1樓 (treasure_n1)；依斯魯得島失事輪2樓 (treasure_n2),https://twroz.wiki/mob?search_query=1085
紅蝙蝠,47,2777,273,285,暗2,動物,小,0.8999,0.1797,鐘塔地下1樓 (alde_dun01)；鐘塔地下3樓 (alde_dun03)；吉芬地下密穴2樓 (gef_d01_a)；吉芬地下密穴2樓 (gef_d01_b)；吉芬地下密穴2樓 (gef_d01_z)；吉芬地下密穴2樓 (gef_dun01)；地下水道4樓 (gl_sew04)；人面獅身像地下1樓 (in_sphinx1)；人面獅身像地下2樓 (in_sphinx2)；妙勒尼 廢棄礦場2樓 (mjo_d02_a)；妙勒尼 廢棄礦場2樓 (mjo_d02_b)；妙勒尼 廢棄礦場2樓 (mjo_d02_z)；妙勒尼 廢棄礦場2樓 (mjo_dun02)；金字塔2樓 (moc_pryd02)；金字塔3樓 (moc_pryd03)；獸人地下洞窟1樓 (orc_d01_a)；獸人地下洞窟1樓 (orc_d01_b)；獸人地下洞窟1樓 (orc_d01_z)；獸人地下洞窟2樓 (orc_d02_a)；獸人地下洞窟2樓 (orc_d02_b)；獸人地下洞窟2樓 (orc_d02_z)；獸人地下洞窟1樓 (orcsdun01)；獸人地下洞窟2樓 (orcsdun02)；斐揚洞穴2樓 (pay_d01_a)；斐揚洞穴2樓 (pay_d01_b)；斐揚洞穴2樓 (pay_d01_z)；斐揚洞穴2樓 (pay_dun01)；金字塔2樓 (pry_d02_a)；金字塔2樓 (pry_d02_b)；金字塔2樓 (pry_d02_z)；金字塔3樓 (pry_d03_a)；金字塔3樓 (pry_d03_b)；金字塔3樓 (pry_d03_z)；人面獅身像地下1樓 (sp_d01_a)；人面獅身像地下1樓 (sp_d01_b)；人面獅身像地下1樓 (sp_d01_z)；人面獅身像地下2樓 (sp_d02_a)；人面獅身像地下2樓 (sp_d02_b)；人面獅身像地下2樓 (sp_d02_z),https://twroz.wiki/mob?search_query=1111
胡狼頭神,105,203836,400,383,不死2,人形,大,0,0,人面獅身像地下4樓 (in_sphinx4)；人面獅身像地下5樓 (in_sphinx5)；人面獅身像地下4樓 (sp_d04_a)；人面獅身像地下4樓 (sp_d04_b)；人面獅身像地下4樓 (sp_d04_z)；人面獅身像地下5樓 (sp_d05_a)；人面獅身像地下5樓 (sp_d05_b)；人面獅身像地下5樓 (sp_d05_z),https://twroz.wiki/mob?search_query=1098
苗娃佩瑞絲,98,20097,387,400,風2,植物,中,0.6,0.1543,汶巴拉卡拉拉森林 (um_fild03),https://twroz.wiki/mob?search_query=1500
重金屬蝗蟲,66,5888,298,296,火1,昆蟲,中,0.6267,0.1805,山特樂曼西區 (cmd_fild06)；山特樂曼南區 (cmd_fild09)；蘇克拉特沙漠 (moc_fild13)；普隆德拉區域 (prt_fild09),https://twroz.wiki/mob?search_query=1058
風魔巫師,97,58685,375,328,風3,惡魔,中,0,0,樓梯迷宮 (gl_step),https://twroz.wiki/mob?search_query=1263
風靈龜,100,219300,419,395,風2,人形,中,0.594,0.132,良龜村 (tur_d03_a)；良龜村 (tur_d03_b)；良龜村 (tur_d03_z)；舊良宮 (tur_d04_a)；舊良宮 (tur_d04_b)；舊良宮 (tur_d04_z)；良龜村 (tur_dun03)；舊良宮 (tur_dun04),https://twroz.wiki/mob?search_query=1315
飛行魔書,74,10563,370,328,無3,無形,小,0.5999,0,鐘塔1樓 (c_tower1)；鐘塔2樓 (c_tower2)；鐘塔3樓 (c_tower3)；鐘塔4樓 (c_tower4)；克雷斯特漢姆古城1樓 (gl_c01_a)；克雷斯特漢姆古城1樓 (gl_c01_b)；克雷斯特漢姆古城1樓 (gl_c01_z)；克雷斯特漢姆古城2樓 (gl_c02_a)；克雷斯特漢姆古城2樓 (gl_c02_b)；克雷斯特漢姆古城2樓 (gl_c02_z)；克雷斯特漢姆古城1樓 (gl_cas01)；克雷斯特漢姆古城2樓 (gl_cas02)；克雷斯特漢姆 室內 (gl_in01)；騎士團1樓 (gl_k01_a)；騎士團1樓 (gl_k01_b)；騎士團1樓 (gl_k01_z)；騎士團1樓 (gl_knt01)；鐘塔1樓 (tow_d01_a)；鐘塔1樓 (tow_d01_b)；鐘塔1樓 (tow_d01_z)；鐘塔2樓 (tow_d02_a)；鐘塔2樓 (tow_d02_b)；鐘塔2樓 (tow_d02_z)；鐘塔3樓 (tow_d03_a)；鐘塔3樓 (tow_d03_b)；鐘塔3樓 (tow_d03_z),https://twroz.wiki/mob?search_query=1195
哥布靈首領,66,85900,316,337,風1,人形,中,3.2307,0.75,吉芬區域 (gef_f11_a)；吉芬區域 (gef_f11_b)；吉芬區域 (gef_f11_z)；吉芬區域 (gef_fild11),https://twroz.wiki/mob?search_query=1299
庫克雷,42,1111,250,276,水1,魚貝,小,0.622,0.1134,海盜地洞密穴1樓 (iz_d00_a)；海盜地洞密穴1樓 (iz_d00_b)；海盜地洞密穴1樓 (iz_d00_z)；海盜地洞密穴2樓 (iz_d01_a)；海盜地洞密穴2樓 (iz_d01_b)；海盜地洞密穴2樓 (iz_d01_z)；海底洞穴1樓 (iz_dun00)；海底洞穴2樓 (iz_dun01)；失事輪1樓 (tre_d01_a)；失事輪1樓 (tre_d01_b)；失事輪1樓 (tre_d01_z)；失事輪2樓 (tre_d02_a)；失事輪2樓 (tre_d02_b)；失事輪2樓 (tre_d02_z)；失事輪1樓 (treasure01)；失事輪2樓 (treasure02),https://twroz.wiki/mob?search_query=1070
弱化的邪骸士兵,23,468,237,233,不死1,不死,中,0,0,依斯魯得島失事輪2樓 (treasure_n2),https://twroz.wiki/mob?search_query=2406
氣泡蟲,51,1831,251,268,水2,植物,小,0.959,0,海盜地洞密穴4樓 (iz_d03_a)；海盜地洞密穴4樓 (iz_d03_b)；海盜地洞密穴4樓 (iz_d03_z)；海盜地洞密穴5樓 (iz_d04_a)；海盜地洞密穴5樓 (iz_d04_b)；海盜地洞密穴5樓 (iz_d04_z)；海底洞穴4樓 (iz_dun03)；海底洞穴5樓 (iz_dun04),https://twroz.wiki/mob?search_query=1142
浮勒盜蟲,28,531,225,240,暗1,昆蟲,中,0,0,普隆德拉城地下2樓 (prt_ca02)；地下水道2樓 (prt_d02_a)；地下水道2樓 (prt_d02_b)；地下水道2樓 (prt_d02_z)；地下水道3樓 (prt_d03_a)；地下水道3樓 (prt_d03_b)；地下水道3樓 (prt_d03_z)；地下水道4樓 (prt_d04_a)；地下水道4樓 (prt_d04_b)；地下水道4樓 (prt_d04_z)；地下水道2樓 (prt_sewb2)；地下水道3樓 (prt_sewb3)；地下水道4樓 (prt_sewb4),https://twroz.wiki/mob?search_query=1053
海星,60,4298,262,275,地1,魚貝,小,0.6,0.1882,克克魔海邊 (cmd_f02_a)；克克魔海邊 (cmd_f02_b)；克克魔海邊 (cmd_f02_z)；克克魔海邊 (cmd_fild02)；克克魔海邊 (cmd_fild04)；發樂斯燈塔 (cmd_fild07),https://twroz.wiki/mob?search_query=1266
海神,61,3135,273,281,水3,魚貝,大,0.8402,0,海盜地洞密穴5樓 (iz_d04_a)；海盜地洞密穴5樓 (iz_d04_b)；海盜地洞密穴5樓 (iz_d04_z)；海底洞穴5樓 (iz_dun04),https://twroz.wiki/mob?search_query=1065
海豹寶寶,56,4368,267,299,水1,動物,中,0.5691,0.1593,克克魔海邊 (cmd_f02_a)；克克魔海邊 (cmd_f02_b)；克克魔海邊 (cmd_f02_z)；克克魔海邊 (cmd_fild02),https://twroz.wiki/mob?search_query=1317
海盜之王,91,78525000,446,408,不死1,不死,中,0,0,失事輪2樓 (b_tre_d02)；失事輪2樓 (b_tre_d02_z),https://twroz.wiki/mob?search_query=1112
海葵,34,1123,239,243,水2,植物,小,0.7186,0.1309,天津町原野 (ama_f01_a)；天津町原野 (ama_f01_b)；天津町原野 (ama_f01_z)；天津町原野 (ama_fild01)；北邊洞穴盧安達 (bea_d02_a)；北邊洞穴盧安達 (bea_d02_b)；北邊洞穴盧安達 (bea_d02_z)；東邊洞穴馬吾 (bea_d03_a)；東邊洞穴馬吾 (bea_d03_b)；東邊洞穴馬吾 (bea_d03_z)；北邊洞穴盧安達 (beach_dun2)；東邊洞穴馬吾 (beach_dun3)；海盜地洞密穴1樓 (iz_d00_a)；海盜地洞密穴1樓 (iz_d00_b)；海盜地洞密穴1樓 (iz_d00_z)；海盜地洞密穴2樓 (iz_d01_a)；海盜地洞密穴2樓 (iz_d01_b)；海盜地洞密穴2樓 (iz_d01_z)；海盜地洞密穴3樓 (iz_d02_a)；海盜地洞密穴3樓 (iz_d02_b)；海盜地洞密穴3樓 (iz_d02_z)；海盜地洞密穴4樓 (iz_d03_a)；海盜地洞密穴4樓 (iz_d03_b)；海盜地洞密穴4樓 (iz_d03_z)；海盜地洞密穴5樓 (iz_d04_a)；海盜地洞密穴5樓 (iz_d04_b)；海盜地洞密穴5樓 (iz_d04_z)；海底洞穴1樓 (iz_dun00)；海底洞穴2樓 (iz_dun01)；海底洞穴3樓 (iz_dun02)；海底洞穴4樓 (iz_dun03)；海底洞穴5樓 (iz_dun04)；斐揚洞穴3樓 (pay_d02_a)；斐揚洞穴3樓 (pay_d02_b)；斐揚洞穴3樓 (pay_d02_z)；斐揚洞穴4樓-廢村 (pay_d03_a)；斐揚洞穴4樓-廢村 (pay_d03_b)；斐揚洞穴4樓-廢村 (pay_d03_z)；斐揚洞穴3樓 (pay_dun02)；斐揚洞穴4樓-廢村 (pay_dun03)；失事輪1樓 (tre_d01_a)；失事輪1樓 (tre_d01_b)；失事輪1樓 (tre_d01_z)；失事輪2樓 (tre_d02_a)；失事輪2樓 (tre_d02_b)；失事輪2樓 (tre_d02_z)；失事輪1樓 (treasure01)；失事輪2樓 (treasure02),https://twroz.wiki/mob?search_query=1068
海獺,57,5041,277,293,水3,動物,中,0.6001,0.1446,克克魔海邊 (cmd_fild04),https://twroz.wiki/mob?search_query=1323
烏賊,47,1456,253,266,水2,魚貝,小,0.6126,0.1113,海盜地洞密穴3樓 (iz_d02_a)；海盜地洞密穴3樓 (iz_d02_b)；海盜地洞密穴3樓 (iz_d02_z)；海底洞穴3樓 (iz_dun02),https://twroz.wiki/mob?search_query=1144
烏龜將軍,110,158052800,529,452,地2,動物,大,0,0,舊良宮 (b_tur_d04)；舊良宮 (b_tur_d04_z),https://twroz.wiki/mob?search_query=1312
狸貓,31,705,229,266,地1,動物,小,0.6,0.1177,哎喲泰雅 原野 (ayo_f01_a)；哎喲泰雅 原野 (ayo_f01_b)；哎喲泰雅 原野 (ayo_f01_z)；哎喲泰雅 原野 (ayo_fild01)；冷豔舞姬村 (gef_f05_a)；冷豔舞姬村 (gef_f05_b)；冷豔舞姬村 (gef_f05_z)；冷豔舞姬村 (gef_fild05)；迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；妙勒尼山脈南區 (mjolnir_06)；普隆德拉區域 (prt_fild01)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1056
狼,54,3534,258,279,地1,動物,中,0.6763,0.1794,迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；蘇克拉特沙漠 (moc_fild03)；蘇克拉特沙漠 (moc_fild13)；迷宮森林1樓 (prt_maze01)；迷宮森林3樓 (prt_maze03),https://twroz.wiki/mob?search_query=1013
紙妖,126,311144,341,347,無3,無形,中,0,0,天津町 地下森林戰場 (ama_d02_a)；天津町 地下森林戰場 (ama_d02_b)；天津町 地下森林戰場 (ama_d02_z)；天津町 地下神舍 (ama_d03_a)；天津町 地下神舍 (ama_d03_b)；天津町 地下神舍 (ama_d03_z)；天津町 地下森林戰場 (ama_dun02)；天津町 地下神舍 (ama_dun03),https://twroz.wiki/mob?search_query=1375
茲諾克,54,3320,253,273,暗1,人形,中,0.7416,0.213,獸人地下洞窟2樓 (orc_d02_a)；獸人地下洞窟2樓 (orc_d02_b)；獸人地下洞窟2樓 (orc_d02_z)；獸人地下洞窟2樓 (orcsdun02),https://twroz.wiki/mob?search_query=1177
豹皮怪,108,151404,330,306,地3,惡魔,中,0,0,龍之城審良宮 (lou_d01_a)；龍之城審良宮 (lou_d01_b)；龍之城審良宮 (lou_d01_z)；龍之城王陵 (lou_dun01),https://twroz.wiki/mob?search_query=1517
迷幻之王,96,46255,477,349,不死4,惡魔,大,4.248,0.792,地下公墓 (gl_chy_a)；地下公墓 (gl_chy_b)；地下公墓 (gl_chy_z)；地下公墓 (gl_chyard),https://twroz.wiki/mob?search_query=1302
馬克,56,2522,285,284,水2,魚貝,中,0.7462,0,海盜地洞密穴4樓 (iz_d03_a)；海盜地洞密穴4樓 (iz_d03_b)；海盜地洞密穴4樓 (iz_d03_z)；海底洞穴4樓 (iz_dun03),https://twroz.wiki/mob?search_query=1045
馬型年獸,69,,321,304,念3,惡魔,大,,,,https://twroz.wiki/mob?search_query=25255
馬爾杜克,109,126671,366,390,火1,人形,大,0.63,0.126,人面獅身像地下3樓 (in_sphinx3)；人面獅身像地下3樓 (sp_d03_a)；人面獅身像地下3樓 (sp_d03_b)；人面獅身像地下3樓 (sp_d03_z),https://twroz.wiki/mob?search_query=1140
鬼女,64,5662,283,293,水1,惡魔,中,0.6,0.1199,斐揚洞穴4樓-廢村 (pay_d03_a)；斐揚洞穴4樓-廢村 (pay_d03_b)；斐揚洞穴4樓-廢村 (pay_d03_z)；斐揚洞穴4樓-廢村 (pay_dun03),https://twroz.wiki/mob?search_query=1170
鬼火,66,5613,306,303,火4,無形,小,0.5999,0.1199,天津町 地下森林戰場 (ama_d02_a)；天津町 地下森林戰場 (ama_d02_b)；天津町 地下森林戰場 (ama_d02_z)；天津町 地下森林戰場 (ama_dun02)；斐揚洞穴5樓-廢村 (pay_d04_a)；斐揚洞穴5樓-廢村 (pay_d04_b)；斐揚洞穴5樓-廢村 (pay_d04_z)；斐揚洞穴5樓-廢村 (pay_dun04),https://twroz.wiki/mob?search_query=1129
鬼娃樹,105,153300,360,368,暗1,惡魔,大,0.6,0.12,尼芙菲姆偏僻村落斯凱領頓 (nif_f01_a)；尼芙菲姆偏僻村落斯凱領頓 (nif_f01_b)；尼芙菲姆偏僻村落斯凱領頓 (nif_f01_z)；尼芙菲姆鬼峽谷 (nif_f02_a)；尼芙菲姆鬼峽谷 (nif_f02_b)；尼芙菲姆鬼峽谷 (nif_f02_z)；尼芙菲姆偏僻村落斯凱領頓 (nif_fild01)；尼芙菲姆鬼峽谷 (nif_fild02)；亡者國都尼芙菲姆 (niflheim),https://twroz.wiki/mob?search_query=1503
假面鬼,103,149427,368,365,地4,惡魔,中,0.6,0.12,尼芙菲姆偏僻村落斯凱領頓 (nif_f01_a)；尼芙菲姆偏僻村落斯凱領頓 (nif_f01_b)；尼芙菲姆偏僻村落斯凱領頓 (nif_f01_z)；尼芙菲姆偏僻村落斯凱領頓 (nif_fild01),https://twroz.wiki/mob?search_query=1506
啤酒企鵝,54,3181,259,285,地1,動物,小,0.6001,0.1993,克克魔海邊 (cmd_f02_a)；克克魔海邊 (cmd_f02_b)；克克魔海邊 (cmd_f02_z)；克克魔海邊 (cmd_fild02)；克克魔海邊 (cmd_fild04),https://twroz.wiki/mob?search_query=1391
國王波利,35,140000,271,295,無2,無形,大,0,0,,https://twroz.wiki/mob?search_query=3810
基爾瑟,42,1118,245,264,地1,惡魔,小,0,0,螞蟻地獄密穴2樓 (an_d02_a)；螞蟻地獄密穴2樓 (an_d02_b)；螞蟻地獄密穴2樓 (an_d02_z)；螞蟻地獄密穴2樓 (anthell02)；妙勒尼 廢棄礦場2樓 (mjo_d02_a)；妙勒尼 廢棄礦場2樓 (mjo_d02_b)；妙勒尼 廢棄礦場2樓 (mjo_d02_z)；妙勒尼廢棄礦場3樓 (mjo_d03_a)；妙勒尼廢棄礦場3樓 (mjo_d03_b)；妙勒尼廢棄礦場3樓 (mjo_d03_z)；妙勒尼 廢棄礦場2樓 (mjo_dun02)；妙勒尼廢棄礦場3樓 (mjo_dun03),https://twroz.wiki/mob?search_query=1121
將軍魔碑,66,5563,270,300,火2,無形,中,0.5999,0.1199,斐揚洞穴4樓-廢村 (pay_d03_a)；斐揚洞穴4樓-廢村 (pay_d03_b)；斐揚洞穴4樓-廢村 (pay_d03_z)；斐揚洞穴5樓-廢村 (pay_d04_a)；斐揚洞穴5樓-廢村 (pay_d04_b)；斐揚洞穴5樓-廢村 (pay_d04_z)；斐揚洞穴4樓-廢村 (pay_dun03)；斐揚洞穴5樓-廢村 (pay_dun04)；斐揚森林 (pay_fild10),https://twroz.wiki/mob?search_query=1277
強化土波利,35,1095,231,259,火1,無形,小,0,0,,https://twroz.wiki/mob?search_query=3813
強化冰波利,33,960,229,257,水1,無形,小,0,0,,https://twroz.wiki/mob?search_query=3816
強化波利,34,1023,230,258,地1,無形,小,0,0,,https://twroz.wiki/mob?search_query=3815
強化波波利,36,1167,232,260,風1,無形,小,0,0,,https://twroz.wiki/mob?search_query=3814
捲甲蟲,107,14944,450,383,地2,昆蟲,中,0.66,0.132,鐘塔地下1樓 (alde_dun01)；地下洞穴1樓 (gl_dun01)；地下水道1樓 (gl_sew01)；金字塔地下2樓 (moc_pryd06)；金字塔地下2樓 (pry_d06_a)；金字塔地下2樓 (pry_d06_b)；金字塔地下2樓 (pry_d06_z),https://twroz.wiki/mob?search_query=1194
曼陀羅魔花,13,140,194,217,地3,植物,中,2.4286,0.4643,吉芬區域 (gef_f04_a)；吉芬區域 (gef_f04_b)；吉芬區域 (gef_f04_z)；吉芬區域 (gef_fild04)；斐揚洞穴3樓 (pay_d02_a)；斐揚洞穴3樓 (pay_d02_b)；斐揚洞穴3樓 (pay_d02_z)；斐揚洞穴4樓-廢村 (pay_d03_a)；斐揚洞穴4樓-廢村 (pay_d03_b)；斐揚洞穴4樓-廢村 (pay_d03_z)；斐揚洞穴3樓 (pay_dun02)；斐揚洞穴4樓-廢村 (pay_dun03)；普隆德拉區域 (prt_fild06),https://twroz.wiki/mob?search_query=1020
梅納海葵,86,99350,366,326,毒1,魚貝,中,0.6,0.12,鐘塔地下3樓 (alde_dun03),https://twroz.wiki/mob?search_query=1216
深海腔棘魚,80,2200000,251,281,水2,魚貝,大,0.0764,0.0518,,https://twroz.wiki/mob?search_query=20081
深淵騎士,122,185457,440,384,暗4,人形,大,0.4342,0,克雷斯特漢姆古城2樓 (gl_c02_a)；克雷斯特漢姆古城2樓 (gl_c02_b)；克雷斯特漢姆古城2樓 (gl_c02_z)；克雷斯特漢姆古城2樓 (gl_cas02)；騎士團1樓 (gl_k01_a)；騎士團1樓 (gl_k01_b)；騎士團1樓 (gl_k01_z)；騎士團1樓 (gl_knt01)；騎士團2樓 (gl_knt02)；克雷斯特漢姆 (glast_01),https://twroz.wiki/mob?search_query=1219
甜餅人,74,32895,270,291,聖2,人形,小,0.6,0.12,玩具工廠倉庫 (xma_d01_a)；玩具工廠倉庫 (xma_d01_b)；玩具工廠倉庫 (xma_d01_z)；玩具分類場 (xma_d02_a)；玩具分類場 (xma_d02_b)；玩具分類場 (xma_d02_z)；玩具工廠倉庫 (xmas_dun01)；玩具分類場 (xmas_dun02),https://twroz.wiki/mob?search_query=1246
畢帝特地龍,86,23611,327,322,地1,龍,中,0.6,0,吉芬區域 (gef_fild06),https://twroz.wiki/mob?search_query=1155
畢帝特飛龍,86,15121,370,342,風1,龍,中,0.6,0.12,吉芬區域 (gef_fild08),https://twroz.wiki/mob?search_query=1156
異界的皮里恩,92,0,0,0,無3,動物,大,,,,https://twroz.wiki/mob?search_query=3968
異界的泥人,71,0,0,0,地3,無形,中,,,蘇克拉特沙漠 (moc_fild17_),https://twroz.wiki/mob?search_query=3966
異界的蚯蚓,65,0,0,0,地2,動物,中,,,蘇克拉特沙漠 (moc_fild17_),https://twroz.wiki/mob?search_query=3967
異界的傘蜥,69,0,0,0,地2,動物,中,,,蘇克拉特沙漠 (moc_fild17_),https://twroz.wiki/mob?search_query=3965
異界的獸人女戰士,62,0,0,0,地2,人形,中,,,吉芬區域 (gef_fild03_),https://twroz.wiki/mob?search_query=3949
異界的獸人弓箭手,63,0,0,0,地2,人形,中,,,吉芬區域 (gef_fild03_),https://twroz.wiki/mob?search_query=3952
異界的獸人英雄,60,0,0,0,地2,人形,大,,,,https://twroz.wiki/mob?search_query=3953
異界的獸人酋長,66,0,0,0,地4,人形,大,,,,https://twroz.wiki/mob?search_query=3954
異界的獸人戰士,62,0,0,0,地2,人形,中,,,吉芬區域 (gef_fild03_),https://twroz.wiki/mob?search_query=3948
異界的獸人戰士長,64,0,0,0,火3,人形,中,,,吉芬區域 (gef_fild03_),https://twroz.wiki/mob?search_query=3951
異界的獸人嬰兒,61,0,0,0,地2,人形,小,,,吉芬區域 (gef_fild03_),https://twroz.wiki/mob?search_query=3950
異變魚,57,2203,276,316,水2,魚貝,大,0.9591,0,海盜地洞密穴4樓 (iz_d03_a)；海盜地洞密穴4樓 (iz_d03_b)；海盜地洞密穴4樓 (iz_d03_z)；海盜地洞密穴5樓 (iz_d04_a)；海盜地洞密穴5樓 (iz_d04_b)；海盜地洞密穴5樓 (iz_d04_z)；海底洞穴4樓 (iz_dun03)；海底洞穴5樓 (iz_dun04),https://twroz.wiki/mob?search_query=1069
蚯蚓,81,12356,296,305,地2,動物,中,0.6,0.1199,蘇克拉特沙漠 (moc_f16_a)；蘇克拉特沙漠 (moc_f16_b)；蘇克拉特沙漠 (moc_f16_z)；蘇克拉特沙漠 (moc_fild16)；蘇克拉特沙漠 (moc_fild17),https://twroz.wiki/mob?search_query=1127
蛇女伊絲,59,2252,277,305,暗1,惡魔,大,0,0,金字塔2樓 (moc_pryd02)；金字塔4樓 (moc_pryd04)；金字塔2樓 (pry_d02_a)；金字塔2樓 (pry_d02_b)；金字塔2樓 (pry_d02_z)；金字塔4樓 (pry_d04_a)；金字塔4樓 (pry_d04_b)；金字塔4樓 (pry_d04_z),https://twroz.wiki/mob?search_query=1029
蛋殼小雞,10,77,190,218,火1,動物,小,4.026,0.7143,蘇克拉特沙漠 (moc_f12_a)；蘇克拉特沙漠 (moc_f12_b)；蘇克拉特沙漠 (moc_f12_z)；蘇克拉特沙漠 (moc_fild07)；蘇克拉特沙漠 (moc_fild12),https://twroz.wiki/mob?search_query=1050
野豬,70,9063,297,294,地2,動物,大,0.4959,0.1376,迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；妙勒尼山脈南區 (mjolnir_07)；妙勒尼山脈南區 (mjolnir_08)；妙勒尼山脈南邊山麓 (mjolnir_09)；斐揚森林 (pay_fild10)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1166
釣魚河童,116,179009,334,346,水1,魚貝,中,0,0,天津町原野 (ama_f01_a)；天津町原野 (ama_f01_b)；天津町原野 (ama_f01_z)；天津町原野 (ama_fild01),https://twroz.wiki/mob?search_query=1406
雪熊,88,79950,335,327,無3,動物,大,0.6,0.034,迷宮森林2樓 (prt_maze02)；薑餅城區域 (xma_f01_a)；薑餅城區域 (xma_f01_b)；薑餅城區域 (xma_f01_z)；薑餅城區域 (xmas_fild01),https://twroz.wiki/mob?search_query=1243
麥斯特,98,137592,312,372,毒1,無形,大,0,0,妙勒尼廢棄礦場3樓 (mjo_d03_a)；妙勒尼廢棄礦場3樓 (mjo_d03_b)；妙勒尼廢棄礦場3樓 (mjo_d03_z)；妙勒尼廢棄礦場3樓 (mjo_dun03),https://twroz.wiki/mob?search_query=1151
傀儡娃娃,90,78200,352,373,念3,惡魔,小,0.1143,0.0409,吉芬地下密穴3樓 (gef_d02_a)；吉芬地下密穴3樓 (gef_d02_b)；吉芬地下密穴3樓 (gef_d02_z)；吉芬地下密穴3樓 (gef_dun02)；克雷斯特漢姆 室內 (gl_in01),https://twroz.wiki/mob?search_query=1143
傑洛米,105,83926,343,378,火1,人形,中,0.6838,0,人面獅身像地下1樓 (in_sphinx1)；人面獅身像地下2樓 (in_sphinx2)；人面獅身像地下1樓 (sp_d01_a)；人面獅身像地下1樓 (sp_d01_b)；人面獅身像地下1樓 (sp_d01_z)；人面獅身像地下2樓 (sp_d02_a)；人面獅身像地下2樓 (sp_d02_b)；人面獅身像地下2樓 (sp_d02_z),https://twroz.wiki/mob?search_query=1178
傘妖,100,158917,326,357,無3,無形,中,0,0,天津町原野 (ama_f01_a)；天津町原野 (ama_f01_b)；天津町原野 (ama_f01_z)；天津町原野 (ama_fild01),https://twroz.wiki/mob?search_query=1400
傘蜥,68,6474,299,312,火1,動物,中,0.6151,0.1781,蘇克拉特沙漠 (moc_f16_a)；蘇克拉特沙漠 (moc_f16_b)；蘇克拉特沙漠 (moc_f16_z)；蘇克拉特沙漠 (moc_fild16)；蘇克拉特沙漠 (moc_fild17),https://twroz.wiki/mob?search_query=1119
凱美拉,125,216786,414,380,火3,動物,大,0.63,0,克雷斯特漢姆古城2樓 (gl_c02_a)；克雷斯特漢姆古城2樓 (gl_c02_b)；克雷斯特漢姆古城2樓 (gl_c02_z)；克雷斯特漢姆古城2樓 (gl_cas02),https://twroz.wiki/mob?search_query=1283
